# Iteration	Res_rho	Res_rhou	Res_rhov	Res_rhoE
2.790000e+02	9.040560e-02	8.059212e-02	1.517241e-02	3.845699e-02
2.800000e+02	8.989583e-02	8.042685e-02	1.508499e-02	3.868986e-02
2.810000e+02	8.916534e-02	8.001887e-02	1.495059e-02	3.885252e-02
2.820000e+02	8.821012e-02	7.936345e-02	1.476880e-02	3.894410e-02
2.830000e+02	8.702767e-02	7.845765e-02	1.453954e-02	3.896426e-02
2.840000e+02	8.561726e-02	7.730064e-02	1.426315e-02	3.891344e-02
2.850000e+02	8.398020e-02	7.589414e-02	1.394042e-02	3.879297e-02
2.860000e+02	8.211978e-02	7.424212e-02	1.357297e-02	3.860483e-02
2.870000e+02	8.003555e-02	7.234254e-02	1.316889e-02	3.834439e-02
2.880000e+02	7.774067e-02	7.021389e-02	1.272521e-02	3.802267e-02
2.890000e+02	7.524838e-02	6.787272e-02	1.224335e-02	3.764755e-02
2.900000e+02	7.257267e-02	6.533515e-02	1.172646e-02	3.722485e-02
2.910000e+02	6.972904e-02	6.261820e-02	1.117898e-02	3.675932e-02
2.920000e+02	6.673520e-02	5.974110e-02	1.060645e-02	3.625575e-02
2.930000e+02	6.361150e-02	5.672600e-02	1.001518e-02	3.571953e-02
2.940000e+02	6.038111e-02	5.359830e-02	9.412101e-03	3.515707e-02
2.950000e+02	5.706955e-02	5.038594e-02	8.804479e-03	3.457520e-02
2.960000e+02	5.370397e-02	4.711824e-02	8.199721e-03	3.398041e-02
2.970000e+02	5.031249e-02	4.382499e-02	7.605129e-03	3.337830e-02
2.980000e+02	4.692377e-02	4.053601e-02	7.027729e-03	3.277349e-02
2.990000e+02	4.356677e-02	3.728117e-02	6.474173e-03	3.217002e-02
3.000000e+02	4.027052e-02	3.409039e-02	5.950675e-03	3.157178e-02
3.010000e+02	3.706367e-02	3.099334e-02	5.462946e-03	3.098272e-02
3.020000e+02	3.397385e-02	2.801885e-02	5.016086e-03	3.040681e-02
3.030000e+02	3.102686e-02	2.519397e-02	4.780676e-03	2.984779e-02
3.040000e+02	2.824587e-02	2.254301e-02	4.659078e-03	2.930883e-02
3.050000e+02	2.565067e-02	2.008677e-02	4.486225e-03	2.879235e-02
3.060000e+02	2.325716e-02	1.784192e-02	4.376064e-03	2.829991e-02
3.070000e+02	2.107694e-02	1.582069e-02	4.407848e-03	2.783230e-02
3.080000e+02	1.911705e-02	1.403061e-02	4.452190e-03	2.738963e-02
3.090000e+02	1.737992e-02	1.247446e-02	4.485745e-03	2.697137e-02
3.100000e+02	1.586328e-02	1.115012e-02	4.560467e-03	2.657633e-02
3.110000e+02	1.456040e-02	1.005086e-02	4.564104e-03	2.620277e-02
3.120000e+02	1.346073e-02	9.166171e-03	4.557224e-03	2.584895e-02
3.130000e+02	1.255018e-02	8.481892e-03	4.533077e-03	2.551288e-02
3.140000e+02	1.181144e-02	7.980300e-03	4.501067e-03	2.519203e-02
3.150000e+02	1.122456e-02	7.640440e-03	4.468838e-03	2.488310e-02
